low_total,low_focal_NA_yes,low_focal_NA_no,high_total,high_focal_NA_yes,high_focal_NA_no,odds_ratio,ci_low,ci_high,fisher_p
375,290,85,82,75,7,3.1403940886699506,1.3950155398083595,7.069509084829242,0.0035095267249087786
